MUS 181     ,Centre Women's Voices  ,FA  ,2013
MUS 184     ,Centre Singers  ,FA  ,2013
MUS 191     ,Centre Orchestra  ,FA  ,2013
MUS 192     ,CentreJazz  ,FA  ,2013
MUS 194     ,Centre Percussion  ,FA  ,2013
MUS 197     ,Centre Wind Ensemble  ,FA  ,2013
MUS 210     ,The History of Jazz  ,FA  ,2013
MUS 241     ,Second-Year Oboe Lessons  ,FA  ,2013
MUS 243     ,Second-Year Clarinet Lessons  ,FA  ,2013
MUS 244     ,Second-Year Saxophone Lessons  ,FA  ,2013
MUS 251     ,Second-Year Violin Lessons  ,FA  ,2013
MUS 253     ,Second-Year Violincello Lessons  ,FA  ,2013
MUS 256     ,Second-Year Guitar Lessons  ,FA  ,2013
MUS 257     ,Second-Year Piano Lessons  ,FA  ,2013
MUS 260     ,Second-Year Voice Lessons  ,FA  ,2013
MUS 261     ,Second-Year Composition Lessons  ,FA  ,2013
MUS 340     ,Third-Year Flute Lessons  ,FA  ,2013
MUS 344     ,Third-Year Saxaphone Lessons  ,FA  ,2013
MUS 345     ,Third-Year Trumpet Lessons  ,FA  ,2013
MUS 346     ,Third-Year French Horn Lessons  ,FA  ,2013
MUS 355     ,Third-Year Harp Lessons  ,FA  ,2013
MUS 357     ,Third-Year Piano Lessons  ,FA  ,2013
MUS 360     ,Third-Year Voice Lessons  ,FA  ,2013
MUS 362     ,Third-Year Bass Guitar Lessons  ,FA  ,2013
MUS 365     ,Third-Year Digital Music Tech  ,FA  ,2013
MUS 401     ,Independent Study  ,FA  ,2013
MUS 446     ,Fourth-Year French Horn Lessons  ,FA  ,2013
MUS 451     ,Fourth-Year Violin Lessons  ,FA  ,2013
MUS 457     ,Fourth-Year Piano Lessons  ,FA  ,2013
NSC 110     ,Natural Science-I  ,FA  ,2013
NSC 110L    ,NSC 110 Lab  ,FA  ,2013
NSC 120     ,Natural Science-II  ,FA  ,2013
NSC 120L    ,NSC 120 Lab  ,FA  ,2013
NSC 262     ,Strasbourg Science  ,FA  ,2013
PHI 110     ,Intro to Philosophy  ,FA  ,2013
PHI 140     ,Intro to Ethical Thinking  ,FA  ,2013
PHI 210     ,Ancient Philosophy  ,FA  ,2013
PHI 320     ,Philosophical Psychology  ,FA  ,2013
PHI 340     ,Phenomenology  ,FA  ,2013
PHY 110     ,Intro to Physics  ,FA  ,2013
PHY 110L    ,PHY 110 Lab  ,FA  ,2013
PHY 120     ,Intro/Physics for Life Sciences  ,FA  ,2013
PHY 120L    ,PHY 120 Lab  ,FA  ,2013
PHY 210     ,General Physics-I  ,FA  ,2013
PHY 210L    ,PHY 210 Lab  ,FA  ,2013
PHY 300     ,Intro to Electronics  ,FA  ,2013
PHY 310     ,Modern Physics-I  ,FA  ,2013
PHY 330     ,Math Methods/Theoretical Physics  ,FA  ,2013
POL 120     ,Intro to Political Ideologies  ,FA  ,2013
POL 130     ,Intro to Comparative Politics  ,FA  ,2013
POL 205     ,Intro to Political Analysis  ,FA  ,2013
POL 210     ,American Politics & Institutions  ,FA  ,2013
POL 225     ,US Foreign Policy/Intnl Affairs  ,FA  ,2013
POL 260     ,Intro to International Relations  ,FA  ,2013
POL 300     ,Western Political Theory-I  ,FA  ,2013
POL 320     ,American Constitutional Interpre  ,FA  ,2013
POL 332     ,Public Policy  ,FA  ,2013
POL 336     ,Public Opinion & Voting Behavior  ,FA  ,2013
POL 343     ,Politics of Sub-Saharan Africa  ,FA  ,2013
POL 344     ,Politics of the Middle East  ,FA  ,2013
POL 361     ,International Law  ,FA  ,2013
POL 363     ,American Foreign Policy  ,FA  ,2013
POL 461     ,The Construction of Europe  ,FA  ,2013
POL 500     ,Senior Seminar  ,FA  ,2013
PSY 110     ,Intro to Psychology  ,FA  ,2013
PSY 205     ,Introduction to Research Methods  ,FA  ,2013
PSY 250     ,Introduction to Research  ,FA  ,2013
PSY 305     ,The Psychology of Learning  ,FA  ,2013
PSY 310     ,Personality  ,FA  ,2013
PSY 335     ,Cultural Psychology  ,FA  ,2013
PSY 350     ,Advanced Research Topics  ,FA  ,2013
PSY 351     ,Advanced Research Topics  ,FA  ,2013
PSY 380     ,Life-Span Developmental Psych  ,FA  ,2013
REL 110     ,Biblical History and Ideas  ,FA  ,2013
REL 120     ,History of Christian Thought  ,FA  ,2013
REL 130     ,Eastern Religious Traditions  ,FA  ,2013
REL 150     ,Western Religious Traditions  ,FA  ,2013
REL 160     ,Biblical Hebrew  ,FA  ,2013
REL 312     ,Biblical Archaeology  ,FA  ,2013
REL 344     ,Religion and Violence  ,FA  ,2013
REL 360     ,Advanced Topics in Hebrew  ,FA  ,2013
REL 400     ,Directed Study  ,FA  ,2013
REL 401     ,Independent Study  ,FA  ,2013
REL 499     ,Senior Seminar Research  ,FA  ,2013
SOC 110     ,Intro to Sociology  ,FA  ,2013
SOC 305     ,Research Methods  ,FA  ,2013
SOC 321     ,The Happy Society  ,FA  ,2013
SOC 375     ,Sociology of Health & Illness  ,FA  ,2013
SOC 500     ,Advanced Seminar  ,FA  ,2013
SPA 110     ,Fundamentals-I  ,FA  ,2013
SPA 121     ,Review of Fundamentals  ,FA  ,2013
SPA 210     ,Intermediate-I  ,FA  ,2013
SPA 220     ,Intermediate-II  ,FA  ,2013
SPA 230     ,Adv Spanish Grammar/Composition  ,FA  ,2013
SPA 240     ,Advanced Conversation  ,FA  ,2013
SPA 250     ,Intro to Literary Analysis  ,FA  ,2013
SPA 255     ,Hispanic Linguistics  ,FA  ,2013
SPA 271     ,Latin American Culture Abroad  ,FA  ,2013
SPA 330     ,19th-Century Hispanic Literature  ,FA  ,2013
SPA 350     ,Junior Seminar  ,FA  ,2013
SPA 360     ,20th-Century Latin American Lit  ,FA  ,2013
SPA 401     ,Independent Study  ,FA  ,2013
SPA 445     ,Literatura Mexicana y Yucateca  ,FA  ,2013
SPA 500     ,Senior Seminar  ,FA  ,2013
ANT 391     ,Native Peoples of North America  ,WI  ,2014
ANT 400     ,Directed Study  ,WI  ,2014
ARS 220     ,Painting & Drawing-II  ,WI  ,2014
ARS 251     ,The Art of Porcelain  ,WI  ,2014
ARS 252     ,Venetian Glass Techniques  ,WI  ,2014
ARS 320     ,Painting & Drawing-III  ,WI  ,2014
ARS 321     ,Painting & Drawing-IV  ,WI  ,2014
ARS 400     ,Directed Study  ,WI  ,2014
ARS 452     ,Venetian Glass Techniques  ,WI  ,2014
ARS 455     ,The Art of Porcelain  ,WI  ,2014
ASN 320     ,Buddha in the Big City  ,WI  ,2014
ASN 330     ,Manga & Anime: Form & Practice  ,WI  ,2014
BIO 250     ,Marine Field Biology  ,WI  ,2014
BIO 410     ,Evolution of the Insects  ,WI  ,2014
BIO 450     ,Marine Field Biology  ,WI  ,2014
BMB 316     ,Biochemistry Lab Techniques  ,WI  ,2014
CHE 250     ,Intro Inorganic/Analytical Chem  ,WI  ,2014
CHE 455     ,Chemistry of Beer/Wine/Bourbon  ,WI  ,2014
CLA 326     ,Classical Myth and Modern Film  ,WI  ,2014
CSC 271     ,Intro to Computational Art  ,WI  ,2014
DRA 133     ,Foundations of Dramatic Lit.-I  ,WI  ,2014
DRA 338     ,Intro to Drama and Theatre  ,WI  ,2014
DRA 352     ,Make-up for the Stage  ,WI  ,2014
DRA 401     ,Independent Study  ,WI  ,2014
ECO 333     ,Financial Crises in History  ,WI  ,2014
ECO 335     ,Economic Growth  ,WI  ,2014
ECO 351     ,Economics of Thoroughbreds  ,WI  ,2014
ECO 455     ,Experimental Economics  ,WI  ,2014
ECO 459     ,Regulating the Environment: The Economist's Perspective ,WI  ,2014
EDU 227     ,Practicum & Intro to Education  ,WI  ,2014
ENG 314     ,Paradise Lost  ,WI  ,2014
ENG 372     ,Cormac McCarthy  ,WI  ,2014
ENS 253     ,Art of Walking  ,WI  ,2014
FRE 253     ,Francophone Identities  ,WI  ,2014
FRE 453     ,Francophone Identities  ,WI  ,2014
FYS 116     ,Teens and Teachers in Media  ,WI  ,2014
FYS 121     ,Introduction to Fiction Writing  ,WI  ,2014
FYS 129     ,African Film and Fiction  ,WI  ,2014
FYS 136     ,Rainmaking: The Study of and Preparation for Leadership ,WI  ,2014
FYS 140     ,Introduction to Poetry Writing  ,WI  ,2014
FYS 142     ,"Aliens, Atlantis, & Archaeology  ",WI  ,2014
FYS 151     ,Politics of Film and Television  ,WI  ,2014
FYS 158     ,The Chemistry of Food  ,WI  ,2014
FYS 163     ,Food and Campus Sustainability  ,WI  ,2014
FYS 175     ,Coal in Appalachia  ,WI  ,2014
FYS 177     ,Understanding the Games We Play  ,WI  ,2014
FYS 179     ,Society and American Education  ,WI  ,2014
FYS 181     ,Philosophy Through Film  ,WI  ,2014
FYS 182     ,Race/Society in Caribbean Lit  ,WI  ,2014
FYS 183     ,Issues in Economics  ,WI  ,2014
FYS 184     ,Garbage in US History  ,WI  ,2014
FYS 185     ,Power/Intrigue in Imperial Court  ,WI  ,2014
FYS 186     ,Sustainable Cities  ,WI  ,2014
FYS 187     ,Visual Anthro/Buddhist Culture  ,WI  ,2014
FYS 188     ,Aqua Culture: Asian Perspective  ,WI  ,2014
FYS 189     ,Powering the Planet  ,WI  ,2014
FYS 190     ,Adventures in Game Creation  ,WI  ,2014
FYS 191     ,Conservation Psychology  ,WI  ,2014
FYS 192     ,Feeling Modern  ,WI  ,2014
GER 401     ,Independent Study  ,WI  ,2014
HIS 387     ,The Crusades  ,WI  ,2014
HIS 433     ,Religion/Politics Eastern Africa  ,WI  ,2014
HIS 463     ,Domestic Service in American His  ,WI  ,2014
HIS 467     ,Human Rights in Guatamala  ,WI  ,2014
HUM 291     ,Music and Art of Spain  ,WI  ,2014
HUM 300     ,Group Registration  ,WI  ,2014
HUM 400     ,Directed Study  ,WI  ,2014
INT 400     ,Internship  ,WI  ,2014
MAT 258     ,Introduction to Fluid Dynamics  ,WI  ,2014
MUS 400     ,Directed Study  ,WI  ,2014
NSC 250     ,Physical Science of Volcanoes  ,WI  ,2014
PHI 331     ,Nietzsche  ,WI  ,2014
POL 331     ,State and Local Politics  ,WI  ,2014
POL 438     ,Pol/Journalism Social Media Age  ,WI  ,2014
POL 448     ,Buddha in the Big City  ,WI  ,2014
POL 455     ,Personality and Power inPolitics  ,WI  ,2014
PSY 325     ,Child Abnormal Psychology  ,WI  ,2014
PSY 365     ,Law and Human Behavior  ,WI  ,2014
REL 334     ,Islam in America  ,WI  ,2014
REL 401     ,Independent Study  ,WI  ,2014
REL 402     ,Research Participation  ,WI  ,2014
REL 456     ,Life and Death in Varanasi  ,WI  ,2014
REL 458     ,The Theology of Harry Potter  ,WI  ,2014
REL 467     ,Human Rights in Guatamala  ,WI  ,2014
SOC 325     ,Technology and Social Values  ,WI  ,2014
SPA 270     ,Latin American Culture  ,WI  ,2014
SPA 456     ,Mexican History Through Film  ,WI  ,2014
SPA 472     ,Documentary Prod:Lat Amer Contxt  ,WI  ,2014
AAS 210     ,Music & Culture/African Diaspora  ,SP  ,2014
AAS 500     ,Senior Colloquium  ,SP  ,2014
AMS 120     ,Introduction to Leadership  ,SP  ,2014
AMS 320     ,Advanced Tactics  ,SP  ,2014
ANT 110     ,Intro to Cultural Anthropology  ,SP  ,2014
ANT 120     ,Intro to Physical Anthropology  ,SP  ,2014
ANT 301     ,Qualitative Field Methods  ,SP  ,2014
ANT 315     ,Community-Based Anthropology  ,SP  ,2014
ANT 360     ,GIS and the Environment  ,SP  ,2014
ANT 365     ,Human Evolution  ,SP  ,2014
ANT 401     ,Independent Study  ,SP  ,2014
ANT 451     ,Ancient Maya Culture  ,SP  ,2014
ANT 500     ,Advanced Seminar  ,SP  ,2014
ARH 261     ,Survey of Western Art-II  ,SP  ,2014
ARH 263     ,Molec. Modernism: Manet To Marc  ,SP  ,2014
ARH 265     ,"London Design, Art and Artistry  ",SP  ,2014
ARH 266     ,Collections and Collectors  ,SP  ,2014
ARH 319     ,Christian Art in Context  ,SP  ,2014
ARH 370     ,N. European Art:4-16th Centuries  ,SP  ,2014
ARH 385     ,Portrait from Pharoah toFacebook  ,SP  ,2014
ARH 399     ,Art/Architecture Washington D.C.  ,SP  ,2014
ARH 500     ,Senior Thesis in Art History  ,SP  ,2014
ARS 110     ,Introduction to Drawing  ,SP  ,2014
ARS 200     ,Directed Study  ,SP  ,2014
ARS 210     ,Painting & Drawing-I  ,SP  ,2014
ARS 220     ,Painting & Drawing-II  ,SP  ,2014
ARS 230     ,Ceramics-I  ,SP  ,2014
ARS 240     ,Hot Glass-I  ,SP  ,2014
ARS 320     ,Painting & Drawing-III  ,SP  ,2014
ARS 321     ,Painting & Drawing-IV  ,SP  ,2014
ARS 330     ,Ceramics-II  ,SP  ,2014
ARS 331     ,Ceramics-III  ,SP  ,2014
ARS 340     ,Hot Glass-II  ,SP  ,2014
ARS 341     ,Hot Glass-III  ,SP  ,2014
ARS 400     ,Directed Study  ,SP  ,2014
ARS 430     ,Ceramics-IV  ,SP  ,2014
ARS 499     ,Senior Exhibition  ,SP  ,2014
ASN 210     ,Introduction to Asia  ,SP  ,2014
ASN 401     ,Independent Study  ,SP  ,2014
BFS 110     ,Brown Fellows Seminar  ,SP  ,2014
BIO 110     ,"Evolution, Biodiversity, Ecology  ",SP  ,2014
BIO 110L    ,BIO 110 Lab  ,SP  ,2014
BIO 210     ,Introduction to Genetics  ,SP  ,2014
BIO 210L    ,BIO 210 Lab  ,SP  ,2014
BIO 305     ,Microevolution & Speciation  ,SP  ,2014
BIO 315     ,Freshwater Ecology  ,SP  ,2014
BIO 340     ,Microbiology-I  ,SP  ,2014
BIO 340L    ,BIO 340 Lab  ,SP  ,2014
BIO 350     ,General/Comparative Animal Physi  ,SP  ,2014
BIO 351     ,Lab in Human Physiology  ,SP  ,2014
BIO 355     ,Immunology  ,SP  ,2014
BIO 401     ,Independent Study  ,SP  ,2014
BIO 402     ,Research Participation  ,SP  ,2014
BIO 500     ,Senior Seminar  ,SP  ,2014
BMB 210     ,Intro to Biochem & Cell Biology  ,SP  ,2014
BMB 210L    ,BMB 210 lab  ,SP  ,2014
BMB 320     ,Cellular Metabolism  ,SP  ,2014
BMB 340     ,Cell Biology  ,SP  ,2014
BMB 345     ,Lab in Cell Biology  ,SP  ,2014
BMB 402     ,Research Participation  ,SP  ,2014
BMB 500     ,Senior Seminar  ,SP  ,2014
BNS 210     ,Res.Methods/Behavioral Neurosci.  ,SP  ,2014
BNS 250     ,Introduction to Research  ,SP  ,2014
BNS 295     ,Physiological Psychology  ,SP  ,2014
BNS 330     ,Animal Behavior  ,SP  ,2014
BNS 350     ,Advanced Research Topics  ,SP  ,2014
BNS 351     ,Advanced Research Topics  ,SP  ,2014
BNS 370     ,Sensation and Perception  ,SP  ,2014
BNS 401     ,Independent Study  ,SP  ,2014
BNS 500     ,Senior Seminar  ,SP  ,2014
CHE 117     ,Chemistry and the Modern World  ,SP  ,2014
CHE 117L    ,CHE 117 Lab  ,SP  ,2014
CHE 131     ,General Chemistry-I  ,SP  ,2014
CHE 131L    ,CHE 131 Lab  ,SP  ,2014
CHE 132     ,General Chemistry-II  ,SP  ,2014
CHE 132L    ,CHE 132 Lab  ,SP  ,2014
CHE 199     ,Summer Research Preparation  ,SP  ,2014
CHE 241     ,Organic Chemistry-I  ,SP  ,2014
CHE 241L    ,CHE 241 Lab  ,SP  ,2014
CHE 242     ,Organic Chemistry-II  ,SP  ,2014
CHE 242L    ,CHE 242 Lab  ,SP  ,2014
CHE 263     ,Molec. Modernism: Manet to Marc  ,SP  ,2014
CHE 350     ,Instrumental Analysis  ,SP  ,2014
CHE 361     ,Thermodynamics and Kinetics  ,SP  ,2014
CHE 402     ,Research Participation  ,SP  ,2014
CHE 460     ,Computational Chemistry  ,SP  ,2014
CHN 120     ,Fundamentals of Chinese-II  ,SP  ,2014
CHN 220     ,Intermediate Chinese-II  ,SP  ,2014
CHN 320     ,Advanced Intermediate Chinese-II  ,SP  ,2014
CHN 400     ,Directed Study  ,SP  ,2014
CLA 120     ,Latin: Fundamentals-II  ,SP  ,2014
CLA 220     ,Republican&Imperial Latin Lit-I  ,SP  ,2014
CLA 344     ,Roman Culture  ,SP  ,2014
CON 001     ,Convocations  ,SP  ,2014
CRW 240     ,Intermediate Poetry Writing  ,SP  ,2014
CRW 245     ,Intermediate Fiction Writing  ,SP  ,2014
CRW 401     ,Independent Study  ,SP  ,2014
CSC 117     ,Intro to Computer Science  ,SP  ,2014
CSC 223     ,Interm Program & Data Structures  ,SP  ,2014
CSC 223L    ,CSC 223 lab  ,SP  ,2014
CSC 332     ,Design & Analysis of Algorithms  ,SP  ,2014
CSC 342     ,Theory/Construction of Compilers  ,SP  ,2014
CSC 343     ,Operating Systems  ,SP  ,2014
CSC 401     ,Independent Study  ,SP  ,2014
CSC 402     ,Research Participation  ,SP  ,2014
DRA 111     ,Practicum  ,SP  ,2014
DRA 114     ,Beginning Modern Dance Technique  ,SP  ,2014
DRA 116     ,Modern Dance Performance  ,SP  ,2014
DRA 117     ,Acting-I  ,SP  ,2014
DRA 134     ,Foundations of Dramatic Lit.-II  ,SP  ,2014
DRA 312     ,Acting-II: Physical Comedy  ,SP  ,2014
DRA 332     ,Shakespeare-II  ,SP  ,2014
DRA 341     ,Contemporary London Theatre  ,SP  ,2014
DRA 362     ,Costume Design  ,SP  ,2014
DRA 500     ,Senior Seminar  ,SP  ,2014
ECO 110     ,Intro to Economics  ,SP  ,2014
ECO 199     ,Preparation for Summer Research  ,SP  ,2014
ECO 210     ,Macroeconomic Analysis  ,SP  ,2014
ECO 220     ,Microeconomic Analysis  ,SP  ,2014
ECO 260     ,Financial Accounting  ,SP  ,2014
ECO 270     ,Managerial Accounting  ,SP  ,2014
ECO 290     ,Math Methods for Economists  ,SP  ,2014
ECO 340     ,Managerial Finance  ,SP  ,2014
ECO 355     ,Environmental Economics  ,SP  ,2014
ECO 390     ,Econometrics  ,SP  ,2014
ECO 395     ,Empirical Analysis Econ/Finance  ,SP  ,2014
ECO 401     ,Independent Study  ,SP  ,2014
ECO 430     ,Money and Banking  ,SP  ,2014
ECO 465     ,Corporate Finance  ,SP  ,2014
ECO 470     ,Managerial Economics  ,SP  ,2014
ECO 475     ,Financial Markets & Institutions  ,SP  ,2014
ECO 500     ,Senior Seminar  ,SP  ,2014
EDU 343     ,Science Methods  ,SP  ,2014
EDU 344     ,Social Studies Methods  ,SP  ,2014
EDU 401     ,Independent Study  ,SP  ,2014
EDU 551     ,Elementary Sch Student Teaching Seminar in Analysis of Teaching ,SP  ,2014
EDU 555     ,Secondary School Student Teachng Seminar in Analysis of Teaching ,SP  ,2014
ENG 170     ,Topics in Writing  ,SP  ,2014
ENG 205     ,Children's & Adolescent Lit  ,SP  ,2014
ENG 215     ,History of the English Language  ,SP  ,2014
ENG 220     ,British Literature-II  ,SP  ,2014
ENG 230     ,American Literature  ,SP  ,2014
ENG 302     ,Shakespeare-II  ,SP  ,2014
ENG 313     ,Chaucer  ,SP  ,2014
ENG 355     ,Victorian Literature & Culture  ,SP  ,2014
ENG 392     ,Southern Literary Renaissance  ,SP  ,2014
ENG 500     ,Senior Seminar  ,SP  ,2014
ENS 251     ,Human Ecology in the Yucatan  ,SP  ,2014
ENS 270     ,Introduction to Ecology  ,SP  ,2014
ENS 420     ,Rivers & Adaptive Ecosystem Mgmt  ,SP  ,2014
FLM 250     ,Silence and Sound in Film  ,SP  ,2014
FLM 305     ,Film Theory  ,SP  ,2014
FRE 120     ,Intro French Lang. & Culture-II  ,SP  ,2014
FRE 210     ,Intermediate Workshop  ,SP  ,2014
FRE 220     ,Intermediate Workshop  ,SP  ,2014
FRE 251     ,Contemporary French Culture  ,SP  ,2014
FRE 271     ,Group Conversation  ,SP  ,2014
FRE 350     ,Contemporary French Culture  ,SP  ,2014
FRE 401     ,Independent Study  ,SP  ,2014
FRE 427     ,Travel and Otherness Until the French Revolution ,SP  ,2014
FRE 500     ,Senior Seminar  ,SP  ,2014
GER 120     ,German Culture and Language-II  ,SP  ,2014
GER 220     ,Images of History & Civilization  ,SP  ,2014
GER 360     ,Advanced German Grammar  ,SP  ,2014
GER 400     ,Directed Study  ,SP  ,2014
GER 500     ,Senior Colloquium  ,SP  ,2014
GOV 225     ,US Foreign Policy/Intnl Affairs  ,SP  ,2014
HIS 110     ,Development of Modern World-I  ,SP  ,2014
HIS 120     ,Development of Modern World-II  ,SP  ,2014
HIS 230     ,Development of United States-I  ,SP  ,2014
HIS 240     ,Development of United States-II  ,SP  ,2014
HIS 305     ,Reformation  ,SP  ,2014
HIS 309     ,Europe in the Age of Hitler  ,SP  ,2014
HIS 313     ,Roman Culture  ,SP  ,2014
HIS 329     ,European Topics abroad  ,SP  ,2014
HIS 335     ,Middle Eastern Civilization  ,SP  ,2014
HIS 371     ,Religion in Latin America  ,SP  ,2014
HIS 383     ,Vietnam  ,SP  ,2014
HIS 401     ,Independent Study  ,SP  ,2014
HIS 456     ,Religion & Political Violence in Africa ,SP  ,2014
HIS 500     ,Junior Seminar  ,SP  ,2014
HUM 120     ,Intro to Humanities-II  ,SP  ,2014
HUM 200     ,Special Topics Abroad  ,SP  ,2014
HUM 258     ,Life in Merida  ,SP  ,2014
HUM 300     ,Group Registration  ,SP  ,2014
INT 400     ,Internship  ,SP  ,2014
IST 401     ,Independent Study  ,SP  ,2014
IST 402     ,Research Participation  ,SP  ,2014
IST 500     ,Senior Seminar  ,SP  ,2014
JPN 120     ,Fundamentals of Japanese-II  ,SP  ,2014
JPN 220     ,Intermediate Japanese-II  ,SP  ,2014
JPN 400     ,Directed Study  ,SP  ,2014
LAS 210     ,Intro to Latin American Studies  ,SP  ,2014
MAT 130     ,Introduction to Statistics  ,SP  ,2014
MAT 141     ,Integral Calculus w/Review  ,SP  ,2014
MAT 145     ,Math. Modeling & Applied Calc.  ,SP  ,2014
MAT 171     ,Calculus-II  ,SP  ,2014
MAT 200     ,Discrete Mathematics  ,SP  ,2014
MAT 230     ,Calculus-III  ,SP  ,2014
MAT 300     ,Foundations of Mathematics  ,SP  ,2014
MAT 311     ,Mathematical Statistics  ,SP  ,2014
MAT 360     ,Differential Equations  ,SP  ,2014
MAT 380     ,Introduction to Real Analysis  ,SP  ,2014
MAT 414     ,Stochastic Modeling  ,SP  ,2014
MUS 110     ,Fundamentals of Music  ,SP  ,2014
MUS 143     ,First-Year Clarinet Lessons  ,SP  ,2014
MUS 144     ,First-Year Saxophone Lessons  ,SP  ,2014
MUS 145     ,First-Year Trumpet Lessons  ,SP  ,2014
MUS 147     ,First-Year Trombone Lessons  ,SP  ,2014
MUS 149     ,First-Year Tuba Lessons  ,SP  ,2014
MUS 150     ,First-Year Percussion Lessons  ,SP  ,2014
MUS 151     ,First-Year Violin Lessons  ,SP  ,2014
MUS 152     ,First-Year Viola Lessons  ,SP  ,2014
MUS 153     ,First-Year Violoncello Lessons  ,SP  ,2014
MUS 155     ,First-Year Harp Lessons  ,SP  ,2014
MUS 156     ,First-Year Guitar Lessons  ,SP  ,2014
MUS 157     ,First-Year Piano Lessons  ,SP  ,2014
MUS 158     ,First-Year Harpsichord Lessons  ,SP  ,2014
MUS 159     ,First-Year Organ Lessons  ,SP  ,2014
MUS 160     ,First-Year Voice Lessons  ,SP  ,2014
MUS 161     ,First-Year Composition Lessons  ,SP  ,2014
MUS 162     ,First-Year Bass Guitar Lessons  ,SP  ,2014
MUS 163     ,First-Year Jazz Piano Lessons  ,SP  ,2014
MUS 165     ,First-Year Digital Music Tech  ,SP  ,2014
MUS 166     ,First-Year Banjo Lessons  ,SP  ,2014
MUS 168     ,First-Year Mandolin Lessons  ,SP  ,2014
MUS 183     ,Centre College Choir  ,SP  ,2014
MUS 184     ,Centre Singers  ,SP  ,2014
MUS 191     ,Centre Orchestra  ,SP  ,2014
MUS 192     ,CentreJazz  ,SP  ,2014
MUS 194     ,Centre Percussion  ,SP  ,2014
MUS 196     ,Kentucky Music Ensemble  ,SP  ,2014
MUS 197     ,Centre Wind Ensemble  ,SP  ,2014
MUS 220     ,Materials&Structure of Music-II  ,SP  ,2014
MUS 221     ,Musicianship-II  ,SP  ,2014
MUS 222     ,World Rhythms: India  ,SP  ,2014
MUS 243     ,Second-Year Clarinet Lessons  ,SP  ,2014
MUS 244     ,Second-Year Saxophone Lessons  ,SP  ,2014
MUS 245     ,Second-Year Trumpet Lessons  ,SP  ,2014
MUS 251     ,Second-Year Violin Lessons  ,SP  ,2014
MUS 253     ,Second-Year Violincello Lessons  ,SP  ,2014
MUS 256     ,Second-Year Guitar Lessons  ,SP  ,2014
MUS 257     ,Second-Year Piano Lessons  ,SP  ,2014
MUS 260     ,Second-Year Voice Lessons  ,SP  ,2014
MUS 261     ,Second-Year Composition Lessons  ,SP  ,2014
MUS 266     ,Second-Year Banjo Lessons  ,SP  ,2014
MUS 340     ,Third-Year Flute Lessons  ,SP  ,2014
MUS 341     ,Third-Year Oboe Lessons  ,SP  ,2014
MUS 351     ,Third-Year Violin Lessons  ,SP  ,2014
MUS 357     ,Third-Year Piano Lessons  ,SP  ,2014
MUS 360     ,Third-Year Voice Lessons  ,SP  ,2014
MUS 365     ,Third-Year Digital Music Tech  ,SP  ,2014
MUS 401     ,Independent Study  ,SP  ,2014
MUS 444     ,Fourth-Year Saxaphone Lessons  ,SP  ,2014
MUS 446     ,Fourth-Year French Horn Lessons  ,SP  ,2014
MUS 451     ,Fourth-Year Violin Lessons  ,SP  ,2014
MUS 455     ,Fourth-Year Harp Lessons  ,SP  ,2014
MUS 457     ,Fourth-Year Piano Lessons  ,SP  ,2014
MUS 460     ,Fourth-Year Voice Lessons  ,SP  ,2014
MUS 462     ,Fourth-Year Bass Guitar Lessons  ,SP  ,2014
MUS 466     ,Fourth-Year Banjo Lessons  ,SP  ,2014
MUS 500     ,Senior Recital  ,SP  ,2014
MUS 501     ,Senior Project  ,SP  ,2014
NSC 110     ,Natural Science-I  ,SP  ,2014
NSC 110L    ,NSC 110 Lab  ,SP  ,2014
NSC 120     ,Natural Science-II  ,SP  ,2014
NSC 120L    ,NSC 120 Lab  ,SP  ,2014
NSC 140     ,Environmental Geology  ,SP  ,2014
NSC 140L    ,NSC 140 Lab  ,SP  ,2014
NSC 262     ,Strasbourg Science  ,SP  ,2014
PHI 110     ,Intro to Philosophy  ,SP  ,2014
PHI 140     ,Intro to Ethical Thinking  ,SP  ,2014
PHI 160     ,Philosophy of Art  ,SP  ,2014
PHI 199     ,Summer Research Preparation  ,SP  ,2014
PHI 220     ,17th- & 18th-Century Philosophy  ,SP  ,2014
PHI 230     ,Symbolic Logic  ,SP  ,2014
PHI 305     ,The Ethics of Food  ,SP  ,2014
PHI 353     ,Philosophical Discussions of Ethnicity and Race ,SP  ,2014
PHI 401     ,Independent Study  ,SP  ,2014
PHI 500     ,Senior Seminar  ,SP  ,2014
PHY 110     ,Intro to Physics  ,SP  ,2014
PHY 110L    ,PHY 110 Lab  ,SP  ,2014
PHY 120     ,Intro/Physics for Life Sciences  ,SP  ,2014
PHY 120L    ,PHY 120 Lab  ,SP  ,2014
PHY 230     ,General Physics-III  ,SP  ,2014
PHY 230L    ,PHY 230 Lab  ,SP  ,2014
PHY 320     ,Modern Physics-II  ,SP  ,2014
PHY 350     ,Adv Electricity & Magnetism  ,SP  ,2014
PHY 370     ,Thermal Physics  ,SP  ,2014
POL 120     ,Intro to Political Ideologies  ,SP  ,2014
POL 130     ,Intro to Comparative Politics  ,SP  ,2014
POL 210     ,American Politics & Institutions  ,SP  ,2014
POL 260     ,Intro to International Relations  ,SP  ,2014
POL 301     ,Western Political Theory-II  ,SP  ,2014
POL 321     ,Civil Liberties  ,SP  ,2014
POL 335     ,Gender and Politics  ,SP  ,2014
POL 338     ,U.S. Social Movements  ,SP  ,2014
POL 340     ,European Politics  ,SP  ,2014
